REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ;REGISTRO_ANCINE_ASSOCIADO;AGENTE_ECONOMICO_ASSOCIADO;CNPJ_ASSOCIADO;RELACAO;DATA_ASSOCIACAO
51429;PAIEIROS PRODUCOES CULTURAIS UNIPESSOAL LTDA;45.597.282/0001-94;19875;PALHA & ENTRETENIMENTOS - CASA DE CRIACAO PRODUCOES LTDA;14.022.519/0001-85;COLIGAÇÃO;20/10/2025
51429;PAIEIROS PRODUCOES CULTURAIS UNIPESSOAL LTDA;45.597.282/0001-94;1803;WGV PRODUÇÕES ARTÍSTICAS LTDA.;50.814.201/0001-09;COLIGAÇÃO;01/07/2025
51429;PAIEIROS PRODUCOES CULTURAIS UNIPESSOAL LTDA;45.597.282/0001-94;52612;FERVEDOURO PRODUCOES CINEMATOGRAFICAS LITERARIAS E CULTURAIS UNIPESSOAL LTDA;46.709.797/0001-00;COLIGAÇÃO;12/01/2023
51430;FREELAS CONECTA LTDA;45.642.965/0001-16;48476;COLETIVA DELAS PRODUCOES ARTISTICAS LTDA;20.194.792/0001-90;COLIGAÇÃO;24/05/2021
51438;GÁS OLIVA ESTÚDIO CINEMATOGRÁFICO LTDA;46.199.538/0001-78;16576;GAS OLIVA PRODUTORA DE CINEMA E VIDEO LTDA;11.500.610/0001-70;COLIGAÇÃO;19/09/2024
51440;FELINO FILMES LTDA;43.291.555/0001-42;35420;CAFEINA CONSULTORIA E MARKETING LTDA;23.240.437/0001-06;COLIGAÇÃO;20/10/2022
51463;PATRICIA M. CHAMON T. LIMA LTDA;46.570.563/0001-16;61217;PATRICIA MARIA CHAMON TORRES LIMA LTDA;51.417.552/0001-30;COLIGAÇÃO;10/03/2025
51483;HUMAN RIGHTS FILMES LTDA;30.913.524/0001-34;2083;BERIMBAU FILMES LTDA - EPP;05.329.460/0001-81;COLIGAÇÃO;04/12/2018
51500;SANDRA REGINA DA COSTA FILMES.;28.163.702/0001-05;53486;SANDRA REGINA DA COSTA PRODUÇAO;48.403.803/0001-13;COLIGAÇÃO;24/05/2023
51501;CARDEIRO AGENCIAMENTO ARTÍSTICO LTDA;46.076.811/0001-77;33798;CABORE PRODUTORES ASSOCIADOS LTDA;25.094.170/0001-03;COLIGAÇÃO;26/08/2025
51515;LR ENTRETENIMENTO E PRODUÇÕES ARTÍSTICAS LTDA;39.871.560/0001-57;38214;B3 PUBLICIDADE E PROPAGANDA LTDA;11.958.314/0001-18;COLIGAÇÃO;09/03/2023
51515;LR ENTRETENIMENTO E PRODUÇÕES ARTÍSTICAS LTDA;39.871.560/0001-57;52249;BANANA'S EVENTOS LTDA;07.331.431/0001-80;COLIGAÇÃO;26/10/2022
51534;U4HERO DESENVOLVIMENTO DE SOFTWARE LTDA;35.032.306/0001-04;50198;GARD ENTRETENIMENTO LTDA;43.187.340/0001-86;CONTROLE;24/12/2021
51550;A P N SERVICOS LTDA;03.098.601/0001-77;42656;ALEXI PRODUCOES ARTISTICAS LTDA;19.568.825/0001-35;COLIGAÇÃO;19/09/2024
51551;FESTINA LENTE BR PRODUÇÕES LTDA;41.077.307/0001-78;52080;SWELL FILMES & PRODUÇÕES LTDA;44.359.298/0001-04;COLIGAÇÃO;25/08/2025
51551;FESTINA LENTE BR PRODUÇÕES LTDA;41.077.307/0001-78;51184;IPE PRODUCOES E EVENTOS LTDA;44.985.556/0001-50;COLIGAÇÃO;28/08/2025
51570;LUKSO CONSULTORIA DE MARKETING LTDA;08.636.625/0001-56;38091;SOCIALDOCS FILMES DE IMPACTO SOCIAL LTDA - EPP;26.510.006/0001-00;COLIGAÇÃO;26/04/2023
51583;K.JU PRODUCOES AUDIOVISUAIS LTDA;45.245.018/0001-91;15452;QAQ - PRODUÇÕES DE FILMES E VIDEOS LTDA - ME;07.906.421/0001-25;COLIGAÇÃO;20/06/2022
51609;FEF PRODUÇÕES ARTISTICAS LTDA;45.114.202/0001-00;48350;TEP ENTRETENIMENTO E PROMOÇÕES LTDA;37.057.774/0001-69;COLIGAÇÃO;07/05/2021
51612;TWOBUNKER PRODUCOES LTDA;45.573.353/0001-19;41620;INSTITUTO ZUMBI DOS PALMARES;04.228.439/0001-27;COLIGAÇÃO;12/06/2024
51612;TWOBUNKER PRODUCOES LTDA;45.573.353/0001-19;12525;ANIMA PRODUÇÕES LTDA;08.660.608/0001-54;COLIGAÇÃO;17/12/2019
51612;TWOBUNKER PRODUCOES LTDA;45.573.353/0001-19;29559;BLOWUP PRODUCOES DE FILMES EIRELLE - ME;21.794.239/0001-50;COLIGAÇÃO;17/07/2020
51630;AKWA PRODUÇÕES ARTÍSTICAS;46.124.383/0001-00;27029;AKWA MT PRODUCOES ARTISTICAS LTDA;14.139.914/0001-42;COLIGAÇÃO;20/10/2025
51632;BASE CRIAÇÕES LTDA.;28.867.184/0001-00;59457;MAMONA FILMES LTDA;48.486.791/0001-38;COLIGAÇÃO;16/09/2024
51639;LUMINE PRODUCOES CINEMATOGRÁFICAS LTDA;29.995.326/0001-88;15311;GRUPO MIDIA PUBLICIDADES E EVENTOS LTDA - ME;10.366.686/0001-92;COLIGAÇÃO;19/05/2023
51640;SUÇUARANA FILMES LTDA;44.983.918/0001-73;39968;DHARMA CINEMATOGRAFIA LTDA - ME;09.353.664/0001-09;COLIGAÇÃO;23/06/2025
51642;JUKEBOX PRODUCOES ARTISTICAS LTDA;29.707.580/0001-33;50825;UNI DUNI PRODUÇÕES LTDA;44.564.794/0001-91;COLIGAÇÃO;30/08/2023
51642;JUKEBOX PRODUCOES ARTISTICAS LTDA;29.707.580/0001-33;39015;V E D SHOW BUSINESS - PRODUÇÃO MUSICAL LTDA;29.455.704/0001-30;COLIGAÇÃO;02/04/2024
51651;LEMONADE LAB LTDA;46.833.682/0001-14;5956;LEMONADE PRODUÇÕES ARTÍSTICAS LTDA.;07.870.610/0001-95;COLIGAÇÃO;29/04/2025
51651;LEMONADE LAB LTDA;46.833.682/0001-14;49706;LEMONADE HUB LTDA EPP;43.551.784/0001-59;COLIGAÇÃO;22/10/2024
51651;LEMONADE LAB LTDA;46.833.682/0001-14;38333;JUICY HOUSE FILMES LTDA;22.947.409/0001-52;COLIGAÇÃO;21/11/2024
51651;LEMONADE LAB LTDA;46.833.682/0001-14;46311;LEMONADE CONTEUDO;32.648.863/0001-66;COLIGAÇÃO;29/04/2022
51651;LEMONADE LAB LTDA;46.833.682/0001-14;30392;LEMONADE FILMES;21.674.572/0001-26;COLIGAÇÃO;03/09/2024
51653;CINCO E CINQUENTA E CINCO FILMES LTDA;46.833.758/0001-01;41694;CAKE PRODUCAO AUDIOVISUAL LTDA;31.933.067/0001-02;COLIGAÇÃO;12/06/2024
51667;MARIO JOSE DE NEGRI BREGIEIRA;45.873.359/0001-01;59826;MUNDO M LTDA;22.809.744/0001-94;COLIGAÇÃO;11/10/2024
51668;ESTUDIOS FLOW PRODUCAO DE CONTEUDO AUDIOVISUAL LTDA;37.728.635/0001-10;53551;FLOW GAMES PRODUÇÃO E DESENVOLVIMENTO LTDA;44.667.511/0001-37;COLIGAÇÃO;01/06/2023
51695;PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.;25.206.544/0001-35;48333;LADYBIRD PRODUCAO DE FILMES LTDA.;40.001.435/0001-75;COLIGAÇÃO;05/05/2021
51695;PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.;25.206.544/0001-35;30860;SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA;14.716.352/0001-52;COLIGAÇÃO;26/09/2022
51695;PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.;25.206.544/0001-35;48462;SUSTO PRODUÇÃO DE FILMES LTDA;41.670.839/0001-14;COLIGAÇÃO;06/02/2024
51695;PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.;25.206.544/0001-35;38276;ULTRAVIOLETA PRODUCAO AUDIOVISUAL LTDA;27.390.923/0001-53;COLIGAÇÃO;07/07/2022
51695;PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.;25.206.544/0001-35;47950;UTLD PRODUCAO DE FIMES LTDA;40.462.838/0001-11;COLIGAÇÃO;16/03/2021
51695;PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.;25.206.544/0001-35;11768;DELICATESSEN - PRODUÇÃO DE FILMES LTDA.;08.440.376/0001-29;CONTROLE;23/09/2025
51711;LAGUNA FILMES & FITAS LTDA;36.242.039/0001-62;47235;MALUTE FILMES LTDA;36.448.102/0001-11;COLIGAÇÃO;23/10/2024
51711;LAGUNA FILMES & FITAS LTDA;36.242.039/0001-62;23463;FILMES DE PLASTICO PRODUCOES AUDIOVISUAIS LTDA;17.456.554/0001-09;COLIGAÇÃO;21/06/2024
51713;EYE SLICE PICTURES BRASIL LTDA;46.850.630/0001-56;26212;ALEF FILMS PRODUCOES LTDA;18.329.398/0001-70;COLIGAÇÃO;24/01/2025
51713;EYE SLICE PICTURES BRASIL LTDA;46.850.630/0001-56;50754;ENCANTADA PRODUÇÕES LTDA.;43.380.531/0001-60;COLIGAÇÃO;06/02/2024
51739;PETTRA PROPAGANDA E PUBLICIDADE LTDA;05.460.612/0001-80;30086;VECTOR IDEIA E COMUNICAÇÃO LTDA;22.434.031/0001-93;COLIGAÇÃO;17/07/2020
51753;BRASIL POSITIVO;12.530.623/0001-55;18189;WDESIGNER CORPORATION LTDA - ME;13.050.466/0001-43;COLIGAÇÃO;10/06/2013
51775;A. A. TAISSUKE LOCACOES LTDA.;27.465.055/0001-23;60973;AGRESTE AUDIOVISUAL LTDA;51.660.226/0001-50;COLIGAÇÃO;10/02/2025
51777;MONTE OLLIMPO LTDA;45.894.411/0001-06;52373;PENTAMIDE CRIATIVA PRODUCOES AUDIOVISUAIS LTDA;29.612.490/0001-69;COLIGAÇÃO;17/11/2022
51780;METROFIBER TELECOMUNICACOES LTDA;19.502.334/0001-91;41534;ADYL NET ACESSO A INTERNET LTDA;06.061.646/0001-65;COLIGAÇÃO;18/03/2025
51805;PROVIDEO PRODUÕES DE VÍDEO EIRELI;36.391.252/0001-36;19374;IRAN CARLOS DA SILVA;12.559.741/0001-96;COLIGAÇÃO;12/06/2024
51817;A.K.GUIMARAES FABRICA DE IMAGENS VIDEOS E FILMES;41.039.341/0001-58;3415;AG FABRICA DE IMAGENS PRODUTORA DE FILMES E VIDEO E SERVICOS LTDA;02.077.461/0001-98;COLIGAÇÃO;23/06/2023
51822;CINE KUA NON E LCR IMAGEM PRODUCOES LTDA;47.291.206/0001-81;3130;LUIZ CESAR RANGEL RODRIGUES;06.007.559/0001-20;COLIGAÇÃO;24/10/2024
51822;CINE KUA NON E LCR IMAGEM PRODUCOES LTDA;47.291.206/0001-81;61908;MENSSANA FILMES DISTRIBUIDORA LTDA;60.490.194/0001-82;COLIGAÇÃO;12/05/2025
51823;VIDEO SHACK LABORATÓRIO E COMÉRCIO DE PRODUTOS AUDIOVISUAIS LTDA;09.201.723/0001-23;17414;PRO VIDEO SERVIÇOS LTDA;02.017.700/0001-14;COLIGAÇÃO;19/06/2023
51838;COMBOIO ART LTDA;29.621.500/0001-22;34750;RAYAN FABBRI CASAGRANDE;26.454.482/0001-43;COLIGAÇÃO;20/06/2022
51840;OVELHA EXCO LTDA.;46.836.720/0001-92;21582;OVELHA NEGRA FILMES DIGITAIS LTDA;15.372.760/0001-05;COLIGAÇÃO;30/11/2020
51841;PAPATUNES PRODUÇÕES ARTÍSTICAS LTDA - ME;28.496.290/0001-25;21632;CONE CREW PRODUÇÕES ARTÍSTICAS LTDA;14.729.127/0001-50;COLIGAÇÃO;07/06/2017
51852;BRASIL SERVICOS DE TELECOMUNICACOES LTDA;07.756.651/0001-55;1138;TV ALPHAVILLE SISTEMA DE TELEVISAO POR ASSINATURA LTDA;65.030.132/0001-01;CONTROLE;18/04/2024
51852;BRASIL SERVICOS DE TELECOMUNICACOES LTDA;07.756.651/0001-55;16951;MULTITEL COMUNICACOES LTDA;02.681.202/0001-71;COLIGAÇÃO;22/04/2021
51854;NO.HAY.BANDA CRIAÇÃO E PRODUÇÃO DE CONTEÚDO AUDIOVISUAL LTDA.;47.385.313/0001-79;13017;EMVIDEO EVENTOS AUDIOVISUAIS LTDA;07.071.805/0001-75;COLIGAÇÃO;18/04/2024
51854;NO.HAY.BANDA CRIAÇÃO E PRODUÇÃO DE CONTEÚDO AUDIOVISUAL LTDA.;47.385.313/0001-79;152;EMVIDEO EMPRESA DE VIDEOCOMUNICAÇÃO LTDA.;20.462.917/0001-15;COLIGAÇÃO;22/03/2022
51878;JUAN ALBERTO GOMEZ PRODUCOES;36.125.472/0001-18;112;OFF-HOLLYWOOD PRODUÇÕES LTDA. EPP;04.336.686/0001-47;COLIGAÇÃO;19/10/2012
51889;ADVENTURES STUDIOS LTDA;45.303.885/0001-36;47295;AVELLAR MEDIA CONSULTORIA PUBLICIDADE E MARKETING LTDA;30.798.660/0001-20;COLIGAÇÃO;30/11/2020
51891;FABIO WOODY PRODUÇÕES CRIATIVAS EIRELI;34.165.168/0001-79;40541;AEROPLANO SOLUCOES VISUAIS LTDA. - ME;28.494.461/0001-87;COLIGAÇÃO;29/04/2024
51892;SANTA LUCIA PRODUCOES EIRELI;30.593.095/0001-65;26741;ESTUDIO CLICKA LTDA - ME;14.686.981/0001-87;COLIGAÇÃO;09/03/2023
51904;KESEF PRODUTORA DE FILMES E CONTEÚDO LTDA;46.727.862/0001-11;32985;TURNING PROCESSAMENTO DE DADOS E IMAGENS LTDA;08.691.210/0001-85;COLIGAÇÃO;17/06/2021
51904;KESEF PRODUTORA DE FILMES E CONTEÚDO LTDA;46.727.862/0001-11;16155;CASA SUNSET - INSTITUTO NAUM TURQUENITCH DE CINEMA E CULTURA;08.549.765/0001-97;COLIGAÇÃO;04/12/2018
51904;KESEF PRODUTORA DE FILMES E CONTEÚDO LTDA;46.727.862/0001-11;68;TURNING POINT PRODUCOES EIRELI;00.325.903/0001-42;COLIGAÇÃO;29/10/2020
51910;ALLEN & HELUY LTDA;29.296.414/0001-91;52853;MOOD FILMES LTDA;48.953.196/0001-65;COLIGAÇÃO;17/02/2023
51912;INSTITUTO UNIBANCO;52.041.183/0001-97;860;INSTITUTO MOREIRA SALLES;58.397.563/0001-45;COLIGAÇÃO;17/01/2024
51912;INSTITUTO UNIBANCO;52.041.183/0001-97;55797;FUNDAÇÃO ITAÚ PARA EDUCAÇÃO E CULTURA;59.573.030/0001-30;COLIGAÇÃO;20/10/2023
51932;FRONT PRODUCAO CINEMATOGRAFICA LTDA;47.509.589/0001-11;61118;ARENA PRODUCAO CINEMATOGRAFICA LTDA;58.896.383/0001-08;COLIGAÇÃO;26/02/2025
51932;FRONT PRODUCAO CINEMATOGRAFICA LTDA;47.509.589/0001-11;47354;ACELERAI PRODUCAO CINEMATOGRAFICA LTDA;39.753.369/0001-00;COLIGAÇÃO;07/12/2020
51932;FRONT PRODUCAO CINEMATOGRAFICA LTDA;47.509.589/0001-11;51394;FRONT PRODUCOES E CONTEUDO LTDA;46.265.076/0001-40;COLIGAÇÃO;08/06/2022
51932;FRONT PRODUCAO CINEMATOGRAFICA LTDA;47.509.589/0001-11;44050;PULLSE COMUNICACAO LTDA;30.479.615/0001-03;COLIGAÇÃO;24/01/2025
51935;CINE LASER TANGARA LTDA;46.266.327/0001-00;33805;CINE LASER BARRA DO GARÇAS LTDA- ME;24.864.214/0001-74;COLIGAÇÃO;11/09/2020
51938;SONHARES FILMES LTDA;40.379.956/0001-60;39960;MARINETE DA COSTA GOMES PINHEIRO;18.421.710/0001-50;COLIGAÇÃO;18/04/2024
51948;LIKE 35 ESTUDIOS LTDA;44.133.697/0001-44;29964;LIKE 35 FILMES LTDE-ME;13.546.021/0001-59;COLIGAÇÃO;16/07/2025
51950;TV LIBRAS PRODUCAO AUDIOVISUAL LTDA;39.520.629/0001-06;61303;ORIGEM CRAFT CONTENT LTDA;51.979.255/0001-89;COLIGAÇÃO;17/03/2025
51977;ESCRITÓRIO DE ARTES, PRODUÇÕES ARTÍSTICAS E ASSESSORIA LTDA;05.007.389/0001-10;52184;INSTITUTO CASADELAS;45.855.179/0001-05;COLIGAÇÃO;17/10/2022
51981;IHC DISTRIBUIÇÃO CINEMATOGRÁFICA LTDA;41.866.471/0001-64;28072;IHC ENTRETENIMENTO LTDA ME;16.568.285/0001-00;COLIGAÇÃO;07/10/2022
51992;TODESPLAY PROVEDORES DE CONTEÚDO AUDIOVISUAIS LTDA;40.087.391/0001-48;47322;ODUN FILMES PRODUCAO AUDIOVISUAL LTDA;31.528.168/0001-06;COLIGAÇÃO;21/03/2025
51992;TODESPLAY PROVEDORES DE CONTEÚDO AUDIOVISUAIS LTDA;40.087.391/0001-48;13620;CAVALO MARINHO AUDIOVISUAL LTDA;09.392.543/0001-76;COLIGAÇÃO;25/09/2024
51992;TODESPLAY PROVEDORES DE CONTEÚDO AUDIOVISUAIS LTDA;40.087.391/0001-48;15871;ODUN PRODUÇÃO DE BENS CULTURAIS LTDA;10.473.332/0001-47;COLIGAÇÃO;21/12/2021
51992;TODESPLAY PROVEDORES DE CONTEÚDO AUDIOVISUAIS LTDA;40.087.391/0001-48;61395;INSTITUTO AUDIOVISUAL MULHERES DE ODUN;11.848.506/0001-71;COLIGAÇÃO;21/03/2025
51993;JESSICA C. TEIXEIRA;22.844.408/0001-82;49412;HOMOGRAMA LTDA;30.292.864/0001-95;COLIGAÇÃO;26/06/2023
51999;YAMA AUDIOVISUAL LTDA;37.976.647/0001-63;28065;IMAGINARIA ENTRETENIMENTOS LTDA;09.302.524/0001-01;COLIGAÇÃO;03/05/2023
51999;YAMA AUDIOVISUAL LTDA;37.976.647/0001-63;17661;EF PRODUCOES ARTISTICAS LTDA;07.660.253/0001-30;COLIGAÇÃO;05/04/2023
52025;PARALELO 63 CINEMA CRIATIVO;47.251.045/0001-00;16607;LUIZ EDUARDO REZENDE FREITAS ME.;10.948.978/0001-33;COLIGAÇÃO;30/08/2018
52051;MOLINETE PRODUTORA AUDIOVISUAL LTDA;47.249.914/0001-54;49025;UTROPICA PRODUTORA AUDIOVISUAL LTDA;30.211.180/0001-11;COLIGAÇÃO;16/07/2021
52052;FOGUEIRA FILMES EIRELI;29.795.530/0001-55;27127;CAMISA LISTRADA BH PRODUCOES AUDIOVISUAIS LTDA;04.102.780/0001-31;COLIGAÇÃO;17/01/2025
52053;OXIGENIO EVENTOS LTDA;18.308.211/0001-51;56398;CRISTINE BUBNIAK SILVÉRIO - ME;10.364.188/0001-00;COLIGAÇÃO;14/11/2023
52057;OS MENINO DA PECUARIA LTDA;43.915.873/0001-37;53061;AGROPLAY RECORDS LTDA;49.893.702/0001-30;COLIGAÇÃO;24/03/2023
52061;BLANCO EDITORA E AUDIOVISUAL LTDA;22.746.047/0001-31;49003;D BLANCO;21.418.567/0001-52;COLIGAÇÃO;14/07/2021
52080;SWELL FILMES & PRODUÇÕES LTDA;44.359.298/0001-04;17463;MARIA TV COMUNICAÇÃO LTDA;04.957.105/0001-94;COLIGAÇÃO;28/03/2023
52089;ASSOCIAÇÃO TIAGO FERREIRA VARELA;44.251.839/0001-78;24488;ISMAEL FERREIRA VARELA LTDA;09.433.745/0001-19;COLIGAÇÃO;07/11/2024
52098;55 STUDIOS E ARTE LTDA;45.258.813/0001-14;31831;55 FILMES E PRODUCOES LTDA;23.671.684/0001-59;COLIGAÇÃO;15/03/2023
52106;GAFFE PRODUÇÕES LTDA;47.859.179/0001-09;42232;ZERO40 ENTRETENIMENTO E ARTE LTDA;32.696.463/0001-26;COLIGAÇÃO;19/09/2024
52116;DANREC FILMES LTDA;47.385.382/0001-82;46314;LUIZ GUSTAVO DANNEMANN MONTEIRO ***********;22.768.777/0001-33;COLIGAÇÃO;22/09/2025
52124;LUAH GARCIA LTDA;42.217.065/0001-33;52325;CACTUS KID LTDA;46.773.343/0001-90;COLIGAÇÃO;09/11/2022
52125;GABRIEL ARAGAO DE CARVALHO LTDA;43.288.031/0001-00;33091;SAPDL PRODUÇÕES ARTÍSTICAS E EDITORA LTDA EPP;17.128.531/0001-67;COLIGAÇÃO;17/06/2021
52141;C & C PRODUCOES E SHOWS LTDA;08.907.300/0001-60;50261;M&L PRODUÇÕES ARTÍSTICAS LTDA;26.492.162/0001-88;COLIGAÇÃO;12/01/2022
52141;C & C PRODUCOES E SHOWS LTDA;08.907.300/0001-60;52573;FELPS PRODUÇÕES ARTISTICAS LTDA.;43.980.114/0001-58;COLIGAÇÃO;09/01/2023
52148;MÍDIA CRIATIVA PUBLICIDADE E EVENTOS LTDA;20.558.278/0001-96;53611;TAKE ON FILMS LTDA;48.796.992/0001-31;COLIGAÇÃO;12/06/2023
52151;MAGNÍFICA EVENTOS CULTURAIS E ARTÍSTICOS LTDA;42.580.060/0001-70;36549;MAGNÍFICA PRODUÇÕES LTDA. - EPP;14.436.772/0001-85;COLIGAÇÃO;06/10/2022
52151;MAGNÍFICA EVENTOS CULTURAIS E ARTÍSTICOS LTDA;42.580.060/0001-70;18450;TITAS EMPREENDIMENTOS ARTÍSTICOS LTDA;12.454.020/0001-11;COLIGAÇÃO;24/11/2017
52163;MGA DESIGN E FILMES LTDA;36.441.579/0001-75;20632;STUDIO MGA FILMES LTDA;08.510.610/0001-47;COLIGAÇÃO;20/06/2022
52166;SAMIR SELMAN JUNIOR;21.629.475/0001-11;62926;ASSOCIAÇÃO VERDE ESPERANÇA;20.445.693/0001-33;COLIGAÇÃO;20/08/2025
52178;AGENCIA DE SERVICOS E APOIO ADMINISTRATIVO LTDA;47.307.697/0001-01;48045;PAULO DA COSTA BARALDI ***********;40.246.250/0001-20;COLIGAÇÃO;30/03/2021
52179;.976 LTDA;46.521.620/0001-77;17061;KAFFE CREATIVE STUDIO LTDA - ME;11.881.199/0001-20;COLIGAÇÃO;18/04/2024
52179;.976 LTDA;46.521.620/0001-77;23871;KAFFE FILMES LTDA - ME;13.442.650/0001-39;COLIGAÇÃO;18/04/2024
52184;INSTITUTO CASADELAS;45.855.179/0001-05;51977;ESCRITÓRIO DE ARTES, PRODUÇÕES ARTÍSTICAS E ASSESSORIA LTDA;05.007.389/0001-10;COLIGAÇÃO;30/08/2022
52196;SISTEMA DE TELECOMUNICACOES DO PARA LTDA;01.767.907/0001-43;53406;SISTEMA DE COMUNICAÇÃO ACHEI LTDA;37.664.837/0001-45;COLIGAÇÃO;16/05/2023
52204;DUBLEMIX AUDIOVISUAL PRODUÇÕES ARTÍSTICAS LTDA;40.822.559/0001-11;33804;DUBLEMIX AUDIO VISUAL LTDA-ME;25.053.846/0001-10;COLIGAÇÃO;12/08/2021
52223;DEROULL FLORIPA PRODUÇÕES LTDA;36.278.381/0001-12;27519;DEROULL FILMES LTDA;20.462.623/0001-93;COLIGAÇÃO;24/06/2025
52234;A CASA DA COMUNICAÇÃO LTDA;15.573.844/0001-07;43316;FOCALIZE SERVICOS DE COMUNICACAO VISUAL LTDA;21.672.740/0001-44;COLIGAÇÃO;26/02/2025
52249;BANANA'S EVENTOS LTDA;07.331.431/0001-80;51515;LR ENTRETENIMENTO E PRODUÇÕES ARTÍSTICAS LTDA;39.871.560/0001-57;COLIGAÇÃO;28/06/2022
52249;BANANA'S EVENTOS LTDA;07.331.431/0001-80;38214;B3 PUBLICIDADE E PROPAGANDA LTDA;11.958.314/0001-18;COLIGAÇÃO;09/03/2023
52260;47.496.749 LTDA;47.496.749/0001-35;57518;B S VITA & CIA LTDA;52.705.117/0001-74;COLIGAÇÃO;23/02/2024
52266;FREYA PRODUÇÕES AUDIOVISUAIS EIRELI;36.130.687/0001-27;7111;IDEOGRAPH PRODUCOES ARTISTICAS LTDA - ME;02.412.547/0001-20;COLIGAÇÃO;05/05/2021
52290;CINE LASER CASCAVEL LTDA;47.093.852/0001-34;44323;CINE LASER CINEMAS NORDESTE LTDA;34.860.287/0001-41;COLIGAÇÃO;10/04/2025
52290;CINE LASER CASCAVEL LTDA;47.093.852/0001-34;50203;CINE LASER CINEMAS UMUARAMA LTDA;40.850.944/0001-72;COLIGAÇÃO;27/12/2021
52290;CINE LASER CASCAVEL LTDA;47.093.852/0001-34;19465;CINE LASER CINEMAS LTDA;03.569.447/0001-74;COLIGAÇÃO;16/04/2025
52290;CINE LASER CASCAVEL LTDA;47.093.852/0001-34;61190;CINE LASER CUIABA LTDA;57.072.661/0001-40;COLIGAÇÃO;07/03/2025
52290;CINE LASER CASCAVEL LTDA;47.093.852/0001-34;46989;CINE LASER CACOAL EXIBICOES CINEMATOGRAFICAS LTDA;38.479.610/0001-92;COLIGAÇÃO;20/10/2020
52307;IMAGE BAKERS PRODUTORA AUDIOVISUAL LTDA;47.726.290/0001-19;36954;EDUARDO DA FONTE BUSSOLIN;27.675.273/0001-92;COLIGAÇÃO;03/12/2021
52325;CACTUS KID LTDA;46.773.343/0001-90;52124;LUAH GARCIA LTDA;42.217.065/0001-33;COLIGAÇÃO;29/09/2022
52332;VOLKEN FILM LTDA.;45.398.582/0001-44;40606;A.M.R. COMUNICAÇÃO AUDIOVISUAL LTDA.;12.033.679/0001-02;COLIGAÇÃO;23/05/2024
52342;COLORBAR FILMES LTDA.;34.998.063/0001-09;46727;AZ MINA PRODUCAO DE FILMES LTDA;36.609.260/0001-06;COLIGAÇÃO;22/09/2020
52346;INSPIRARTE PRODUÇÕES CULTURAIS E ARTÍSTICAS LTDA;47.504.919/0001-86;50870;DIVINARTE PRODUCOES CULTURAIS E ARTISTICAS LTDA;45.291.559/0001-56;COLIGAÇÃO;31/03/2022
52346;INSPIRARTE PRODUÇÕES CULTURAIS E ARTÍSTICAS LTDA;47.504.919/0001-86;38378;ESPIRITUALIDARTE PRODUÇÕES CULTURAIS E ARTÍSTICAS LTDA - ME;29.200.528/0001-96;COLIGAÇÃO;20/12/2023
52355;VIEX FILMES LTDA;48.262.714/0001-02;49309;VIEX PRODUÇÕES ARTÍSTICAS X LTDA;34.746.731/0001-00;COLIGAÇÃO;25/10/2022
52360;AQUARIUS PRODUCTION LTDA;46.566.513/0001-65;44538;HENRIQUE GUERRA DE OLIVEIRA ***********;34.823.368/0001-71;COLIGAÇÃO;24/01/2025
52365;TZ DA CORONEL PRODUCOES ARTISTICAS LTDA;42.916.754/0001-36;63110;A CUPULA GRAVADORA E ENTRETENIMENTO LTDA;50.909.919/0001-70;COLIGAÇÃO;05/09/2025
52371;LUA AZUL FILMES LTDA;48.501.659/0001-58;49630;BLACK EYE ENTRETENIMENTO LTDA;42.521.503/0001-52;COLIGAÇÃO;27/09/2021
52373;PENTAMIDE CRIATIVA PRODUCOES AUDIOVISUAIS LTDA;29.612.490/0001-69;51777;MONTE OLLIMPO LTDA;45.894.411/0001-06;COLIGAÇÃO;05/08/2022
52398;HENKES E RIBEIRO BARREIRAS LTDA;47.500.783/0001-36;31314;CINEMAS HENKES RIBEIRO UNAI LTDA;18.501.407/0001-68;COLIGAÇÃO;28/10/2021
52398;HENKES E RIBEIRO BARREIRAS LTDA;47.500.783/0001-36;41390;CINEMAS H RIBEIRO GUANAMBI LTDA;31.728.035/0001-75;COLIGAÇÃO;12/06/2024
52398;HENKES E RIBEIRO BARREIRAS LTDA;47.500.783/0001-36;23499;CINEMAS HENKES RIBEIRO LTDA ME;37.897.907/0001-05;COLIGAÇÃO;20/11/2023
52398;HENKES E RIBEIRO BARREIRAS LTDA;47.500.783/0001-36;52867;CINEMAS HENKES E HENKES LTDA;47.620.410/0001-07;COLIGAÇÃO;23/02/2023
52411;CINE VEREDAS BOULEVARD LTDA;46.901.111/0001-70;5972;CINEMATOGRAFIA OLIVEIRA LTDA-ME;05.415.895/0001-49;COLIGAÇÃO;16/07/2025
